Age,JobLevel,MonthlyIncome,YearsAtCompany,StockOptionLevel,DistanceFromHome,OverTime,WorkLifeBalance,JobSatisfaction,Attrition
38,1,3671.0,4,0,7,Yes,2,1,Yes
34,2,5288.0,1,0,13,No,3,1,Yes
31,1,3145.0,3,0,5,No,3,1,Yes
44,5,19920.0,6,3,4,No,3,4,No
30,2,6452.0,6,0,10,No,4,4,No
26,2,5453.0,0,0,21,No,4,3,Yes
38,4,14907.0,11,1,17,Yes,2,2,Yes
34,5,19843.0,2,3,9,No,3,3,No
30,2,6938.0,7,1,10,No,3,1,Yes
24,1,2731.0,0,0,21,No,4,3,Yes
40,5,19287.0,4,3,3,No,3,4,No
25,1,3137.0,1,0,9,No,3,3,Yes
50,4,13953.0,11,3,13,Yes,3,3,No
35,4,13606.0,3,2,10,No,3,4,No
53,5,19912.0,7,3,6,No,3,4,No
36,4,13882.0,8,2,7,No,3,4,No
36,4,13192.0,4,1,14,No,3,3,No
26,1,2564.0,2,0,14,No,3,1,Yes
32,3,8999.0,5,1,17,No,4,2,Yes
24,2,5502.0,2,2,7,Yes,2,1,Yes
44,5,20919.0,16,3,25,Yes,2,3,No
29,1,3005.0,1,0,8,No,3,1,Yes
38,3,9276.0,8,2,4,No,3,2,No
28,2,5674.0,1,1,24,No,4,3,Yes
21,3,8482.0,0,2,12,No,4,3,No
27,2,6248.0,4,2,7,No,3,2,Yes
26,3,7980.0,1,3,17,No,4,4,No
47,5,21803.0,17,3,4,No,4,4,No
38,5,19579.0,2,3,17,No,3,2,Yes
38,1,2532.0,0,0,11,No,4,1,Yes
36,3,8919.0,2,1,11,No,4,2,Yes
30,2,5684.0,2,1,11,No,4,4,No
28,1,3277.0,5,0,9,No,3,1,Yes
49,4,14206.0,10,2,16,No,4,4,No
24,1,3328.0,1,0,8,No,3,2,Yes
29,5,19717.0,3,3,18,Yes,2,2,Yes
35,3,8270.0,2,2,14,Yes,2,2,Yes
33,1,3330.0,1,0,4,No,3,2,Yes
29,1,3141.0,2,0,12,No,3,2,Yes
25,1,4058.0,5,0,15,No,3,2,Yes
51,5,19160.0,5,3,5,No,4,4,No
40,3,9087.0,6,1,11,No,3,2,Yes
42,3,9244.0,3,2,11,No,4,1,Yes
30,4,13429.0,4,3,21,Yes,2,1,Yes
37,1,3356.0,2,0,6,Yes,2,1,Yes
30,2,5272.0,2,1,7,No,3,1,Yes
52,5,20507.0,16,3,14,No,4,4,No
40,5,19824.0,11,3,21,No,4,3,No
31,2,6437.0,3,1,18,No,3,2,Yes
39,2,6564.0,6,0,4,No,3,1,Yes
44,5,20370.0,12,3,17,Yes,2,3,Yes
39,2,6296.0,9,0,2,No,3,2,Yes
24,3,8366.0,0,3,2,No,3,3,No
35,2,6055.0,4,1,10,No,3,2,Yes
21,1,3211.0,0,0,24,No,3,1,Yes
48,2,5709.0,3,0,21,No,4,2,Yes
34,3,9454.0,5,2,2,No,2,2,Yes
37,2,5032.0,1,1,8,No,3,1,Yes
24,2,5313.0,1,1,19,No,4,2,Yes
29,3,9300.0,3,0,3,No,3,3,Yes
32,4,14870.0,8,1,12,No,4,4,No
29,2,6083.0,1,1,13,No,4,3,No
35,3,10289.0,13,0,12,No,4,3,No
28,2,6130.0,2,0,27,No,4,4,No
53,4,13534.0,7,2,11,Yes,1,1,Yes
43,4,14599.0,11,3,22,No,4,2,No
25,1,2267.0,0,0,5,Yes,2,2,Yes
36,4,14633.0,12,3,20,No,4,4,No
26,1,3378.0,1,0,5,Yes,3,3,Yes
29,1,3511.0,6,0,16,Yes,2,1,Yes
32,2,6033.0,3,1,27,Yes,2,1,Yes
45,5,20395.0,8,3,18,No,4,4,No
22,2,5678.0,2,1,11,Yes,3,2,Yes
31,1,3317.0,0,0,7,No,3,1,Yes
43,3,8049.0,0,1,7,No,3,2,Yes
36,4,13271.0,4,3,5,No,4,3,No
37,4,12868.0,7,0,26,No,4,3,No
36,4,13099.0,3,2,13,No,3,3,No
47,5,20926.0,17,3,12,No,3,4,No
31,1,3276.0,2,0,13,No,4,3,Yes
36,1,3558.0,3,0,17,No,3,2,Yes
33,4,13306.0,3,3,10,No,3,3,No
57,4,12888.0,0,3,16,No,3,2,No
38,5,20137.0,12,3,9,No,2,3,No
27,1,3584.0,2,0,26,No,3,2,Yes
33,2,6021.0,4,0,14,No,3,1,Yes
25,1,2792.0,0,0,3,No,4,4,No
42,3,8849.0,1,2,10,No,3,1,Yes
41,4,13322.0,2,2,12,No,4,4,No
35,4,13721.0,5,2,14,No,4,2,No
44,5,20275.0,10,3,12,No,4,4,No
22,2,5805.0,1,0,8,Yes,1,1,Yes
36,3,8700.0,2,0,5,No,3,2,No
34,4,13764.0,10,2,9,No,3,3,No
51,5,20690.0,18,3,18,No,4,4,No
24,1,2436.0,1,0,9,No,3,1,Yes
27,1,3441.0,2,0,17,No,3,2,Yes
41,3,8908.0,3,1,5,No,4,2,Yes
25,2,5652.0,3,2,16,Yes,2,1,Yes
49,5,21266.0,13,3,5,No,3,4,No
27,2,5714.0,3,0,14,No,3,1,Yes
33,3,8854.0,5,1,19,No,3,1,Yes
53,5,19726.0,10,3,13,Yes,2,4,No
33,2,5582.0,3,1,10,No,3,1,Yes
44,4,12826.0,3,3,4,No,3,3,No
39,4,13689.0,3,3,12,Yes,3,3,No
35,1,3300.0,4,0,10,No,3,1,Yes
51,5,19449.0,8,3,5,No,3,3,No
39,5,20215.0,5,3,20,No,4,4,No
49,5,19767.0,6,3,6,No,4,4,No
40,4,14032.0,4,3,9,No,4,3,No
34,1,2918.0,2,0,18,No,3,1,Yes
43,4,14355.0,11,3,17,No,3,3,No
21,1,3593.0,1,0,5,No,4,1,Yes
35,2,6708.0,9,2,6,No,3,3,No
54,5,19900.0,5,3,5,No,4,4,No
54,4,13553.0,5,2,5,No,4,4,No
35,4,13096.0,3,2,11,No,4,4,No
53,5,22037.0,25,3,23,Yes,3,4,No
48,2,6146.0,3,1,13,No,4,3,No
52,5,19964.0,9,3,21,No,3,4,No
48,4,13355.0,7,2,6,Yes,3,2,No
24,1,2198.0,0,0,12,No,4,4,No
28,1,3409.0,1,0,15,Yes,3,2,Yes
45,4,14646.0,12,3,12,Yes,1,2,Yes
26,3,8636.0,4,2,12,No,3,2,Yes
49,2,6719.0,6,3,9,No,4,2,No
27,4,13547.0,2,3,19,No,4,4,No
37,4,14122.0,6,3,14,No,3,2,No
38,4,14106.0,5,1,3,No,3,3,No
36,5,18510.0,4,3,19,No,4,4,No
35,1,3157.0,3,0,25,No,3,1,Yes
47,4,12466.0,0,1,10,No,4,3,No
31,3,8041.0,0,1,4,No,4,4,No
34,2,5884.0,6,0,13,No,4,2,Yes
23,1,2766.0,0,0,17,No,4,2,Yes
37,4,13556.0,5,3,8,No,4,4,No
37,4,13983.0,11,3,10,No,3,4,No
36,5,20024.0,10,3,4,No,4,4,No
36,4,13012.0,1,3,13,No,3,4,No
25,2,5414.0,0,3,9,No,3,1,Yes
51,4,14471.0,11,2,13,Yes,2,1,Yes
34,1,3206.0,4,0,7,No,3,1,Yes
49,5,21400.0,19,3,4,No,4,3,No
33,4,13151.0,1,2,8,No,3,2,Yes
45,2,5556.0,0,1,3,No,3,2,Yes
33,4,13978.0,1,2,5,No,3,4,No
24,2,6052.0,0,1,3,No,3,2,Yes
44,3,7677.0,0,2,5,No,3,1,Yes
51,5,21601.0,20,3,11,No,3,3,No
32,5,19571.0,3,3,13,No,4,4,No
27,3,8715.0,1,1,24,No,4,4,No
47,5,21238.0,15,3,5,No,3,3,No
33,4,13780.0,2,3,9,No,4,3,No
30,3,8254.0,4,2,4,No,4,2,No
53,5,21515.0,23,3,3,Yes,2,3,No
28,2,5827.0,3,0,10,No,4,3,No
41,4,13822.0,3,1,12,No,3,4,No
21,2,5060.0,0,1,7,No,4,3,No
28,2,5845.0,2,1,8,Yes,2,1,Yes
38,5,18859.0,1,3,11,No,4,4,No
28,1,2560.0,1,0,14,No,4,2,Yes
40,5,19203.0,4,3,17,No,3,3,No
30,4,13875.0,6,3,6,No,3,4,No
28,2,5755.0,1,0,14,Yes,2,1,Yes
36,3,8723.0,1,2,9,No,4,2,Yes
26,5,19861.0,3,3,9,No,3,3,No
52,5,19632.0,6,3,11,No,4,4,No
38,4,14283.0,10,2,8,No,4,3,No
32,2,5920.0,5,0,9,No,3,1,Yes
38,1,3257.0,1,0,5,Yes,2,1,Yes
30,1,2571.0,0,0,5,No,4,2,Yes
27,1,3594.0,1,0,13,Yes,3,3,Yes
40,4,14131.0,10,2,16,No,3,4,No
31,3,8224.0,2,2,9,No,4,3,No
30,1,3371.0,1,0,17,No,3,1,Yes
39,1,4233.0,8,0,13,Yes,3,1,Yes
30,2,6014.0,3,0,5,Yes,2,1,Yes
23,3,8795.0,2,3,11,No,4,3,No
31,4,13970.0,7,3,7,No,4,4,No
21,1,3408.0,1,0,4,No,4,2,Yes
21,3,8105.0,0,0,19,No,3,2,Yes
36,3,8769.0,2,1,17,No,3,1,Yes
27,1,3027.0,1,0,24,No,4,2,Yes
31,2,5818.0,2,1,22,Yes,1,1,Yes
42,2,6322.0,5,0,5,No,3,1,Yes
40,4,14844.0,12,3,17,No,4,4,No
35,1,4167.0,12,0,8,No,4,3,Yes
23,1,2947.0,2,0,3,No,4,1,Yes
39,5,19747.0,3,3,11,No,3,4,No
35,3,9088.0,6,2,15,No,4,1,Yes
34,2,5451.0,5,1,10,No,3,3,No
43,5,19363.0,5,3,22,No,4,4,No
29,3,9866.0,7,2,13,No,4,2,No
43,5,18335.0,4,3,9,No,4,4,No
55,5,20659.0,15,3,15,No,4,4,No
38,4,13689.0,7,0,6,No,3,3,No
30,1,3244.0,1,0,7,No,3,1,Yes
27,1,2949.0,3,0,14,No,4,1,Yes
46,4,14300.0,8,3,5,No,4,4,No
38,3,8868.0,5,0,9,No,4,4,No
33,3,9004.0,3,2,11,No,4,3,No
31,4,13518.0,3,2,11,No,3,3,No
42,3,8810.0,12,3,3,No,3,1,No
24,1,4028.0,1,0,19,No,4,3,Yes
40,4,14178.0,4,3,15,No,4,4,No
34,5,18552.0,4,3,3,No,4,4,No
26,1,2632.0,0,0,5,Yes,3,1,Yes
52,5,20740.0,14,3,12,No,4,4,No
49,3,8802.0,2,1,18,No,3,1,Yes
39,3,8518.0,2,0,9,No,4,4,No
21,1,2042.0,0,0,4,No,3,2,Yes
38,3,8848.0,4,0,20,No,4,3,Yes
25,1,3601.0,0,0,10,No,3,2,Yes
51,5,19408.0,2,3,27,No,3,4,No
53,3,8934.0,5,0,26,No,3,3,Yes
22,2,6456.0,2,0,10,No,3,2,Yes
34,5,19967.0,9,3,4,Yes,3,4,No
26,2,6264.0,2,1,16,No,4,2,No
28,1,3253.0,0,0,2,Yes,2,1,Yes
28,2,5752.0,1,1,5,No,4,2,Yes
35,1,4387.0,10,0,19,No,3,1,Yes
31,4,13640.0,2,2,12,No,3,4,No
47,5,19163.0,8,3,12,Yes,2,2,Yes
44,5,19282.0,5,3,8,No,3,2,No
36,1,2343.0,0,0,10,No,4,3,Yes
31,3,8390.0,2,1,7,No,4,2,No
38,4,12897.0,3,2,19,No,4,2,No
34,3,8638.0,5,2,3,Yes,3,2,Yes
35,5,19452.0,4,3,6,No,3,3,No
26,2,5492.0,0,0,20,No,3,1,Yes
40,5,20361.0,12,3,25,No,3,3,No
31,1,3056.0,4,0,18,No,3,2,Yes
25,1,2397.0,0,0,9,No,4,2,Yes
34,5,20043.0,6,3,15,No,3,3,No
42,2,5453.0,2,2,17,No,4,1,Yes
35,4,14276.0,3,2,18,No,4,2,No
22,3,7871.0,0,1,3,No,3,3,No
28,1,3094.0,1,0,13,No,4,4,No
33,2,5915.0,1,0,15,No,4,4,No
36,3,8802.0,7,1,13,No,4,3,No
21,3,8696.0,1,0,7,No,3,1,Yes
34,4,14031.0,3,2,12,No,3,3,No
20,1,2679.0,0,0,5,No,4,4,No
41,2,6981.0,6,1,10,No,4,2,Yes
25,2,5963.0,1,1,19,No,4,3,Yes
49,2,4998.0,2,1,25,No,4,3,Yes
32,2,5780.0,0,1,15,No,3,2,Yes
32,2,6431.0,5,1,24,No,4,4,No
35,2,5621.0,5,1,3,No,3,1,Yes
42,3,9454.0,3,2,8,No,4,4,No
46,5,20035.0,14,3,7,Yes,2,4,No
25,1,2885.0,0,0,6,No,3,1,Yes
34,5,20310.0,6,3,7,No,4,3,No
39,4,13800.0,5,3,7,No,3,2,No
48,4,13928.0,2,2,7,No,4,3,No
54,5,20621.0,7,3,12,No,4,4,No
52,5,19907.0,11,3,20,No,4,4,No
40,2,6154.0,2,1,4,No,3,3,No
36,4,14452.0,11,3,4,Yes,3,3,No
34,4,14245.0,8,2,18,No,3,2,No
34,3,8750.0,8,1,11,No,4,4,No
34,5,20051.0,5,3,20,No,3,4,No
30,2,6244.0,2,2,25,No,3,2,Yes
24,2,6009.0,1,1,15,No,4,3,No
48,5,19586.0,4,3,13,No,4,4,No
37,3,9173.0,10,2,11,No,3,1,Yes
32,4,13225.0,2,2,24,No,3,3,No
31,1,3471.0,2,0,18,Yes,2,1,Yes
49,5,20600.0,15,3,24,No,3,4,No
33,4,13464.0,3,1,19,No,4,4,No
46,2,6472.0,6,1,13,No,3,2,Yes
33,1,3889.0,6,0,24,No,3,1,Yes
35,4,13081.0,2,2,18,No,4,4,No
36,4,13316.0,2,1,4,Yes,2,1,Yes
49,4,12336.0,1,3,3,Yes,2,1,Yes
48,5,20848.0,9,3,2,No,3,3,No
52,5,19714.0,7,3,9,No,3,4,No
44,5,20351.0,7,3,11,No,3,4,No
22,4,13120.0,1,3,8,No,4,4,No
33,4,12992.0,1,2,1,No,3,4,No
37,1,2514.0,1,0,19,No,4,2,Yes
47,4,13197.0,5,1,5,Yes,2,1,Yes
29,1,3590.0,4,0,23,No,3,1,Yes
38,4,13485.0,4,3,10,No,4,4,No
38,3,9099.0,2,2,12,No,4,3,No
36,4,13249.0,4,3,20,Yes,3,2,Yes
28,2,6006.0,5,1,5,No,4,2,No
35,5,20482.0,6,3,22,Yes,2,2,Yes
43,4,13551.0,5,3,6,No,3,3,No
51,5,19581.0,6,3,6,No,4,4,No
39,5,19663.0,6,3,3,No,4,4,No
33,1,3428.0,0,0,9,No,3,2,Yes
24,2,5193.0,1,0,2,Yes,3,2,Yes
36,2,5929.0,2,0,5,No,4,2,Yes
39,2,5147.0,1,0,10,No,3,1,Yes
34,4,13897.0,2,1,10,No,4,4,No
33,4,14566.0,11,3,10,No,4,1,No
35,2,6574.0,5,1,5,Yes,2,1,Yes
39,2,6185.0,4,2,20,Yes,2,2,Yes
26,1,3789.0,1,0,8,No,4,2,Yes
30,2,5859.0,2,2,4,No,4,2,No
44,3,7919.0,1,2,5,Yes,2,1,Yes
54,5,20444.0,7,3,22,Yes,3,3,No
36,3,8083.0,2,1,17,No,3,1,Yes
32,4,12459.0,0,2,6,No,3,1,Yes
29,2,5206.0,1,1,13,No,3,3,No
34,4,13540.0,2,2,8,No,3,3,No
34,3,9262.0,2,1,17,No,4,4,No
35,4,13860.0,5,3,14,No,4,4,No
34,2,5755.0,1,0,17,No,4,3,Yes
25,1,2444.0,1,0,22,No,3,1,Yes
20,1,3596.0,0,0,13,Yes,3,2,Yes
45,5,21860.0,15,3,14,No,4,4,No
36,4,14722.0,12,3,14,No,4,2,No
31,2,6301.0,3,2,21,No,4,1,Yes
24,1,3500.0,0,0,11,Yes,3,1,Yes
23,3,8846.0,3,1,2,No,4,3,No
35,3,9994.0,7,2,7,No,4,3,No
41,5,20331.0,13,3,12,No,3,4,No
45,5,19991.0,6,3,1,No,4,4,No
31,2,6047.0,2,1,12,No,4,2,Yes
29,2,5862.0,3,1,15,No,3,1,Yes
48,5,19530.0,7,3,17,No,4,4,No
34,4,13568.0,8,3,12,No,4,2,No
39,4,13476.0,6,2,17,No,3,2,No
51,5,19557.0,6,3,10,No,4,3,No
35,5,18649.0,1,3,16,No,4,4,No
38,4,13662.0,8,2,12,Yes,3,2,Yes
34,1,3198.0,3,0,23,No,4,1,Yes
33,2,6553.0,5,1,15,No,3,2,Yes
25,1,3238.0,1,0,6,No,3,1,Yes
47,4,12980.0,4,3,20,No,3,2,Yes
21,1,3293.0,0,0,11,Yes,3,1,Yes
47,5,20606.0,12,3,12,Yes,2,1,Yes
23,1,3296.0,1,0,15,Yes,2,1,Yes
25,2,5877.0,2,0,4,No,4,3,Yes
30,1,3389.0,3,0,17,No,3,1,Yes
41,1,3402.0,1,0,16,No,4,3,Yes
45,4,13180.0,4,3,5,No,3,4,No
45,4,14277.0,9,2,24,Yes,2,2,Yes
37,3,10582.0,11,2,24,No,4,3,No
22,1,3411.0,3,0,22,No,4,2,Yes
46,3,8372.0,1,2,25,Yes,2,2,Yes
37,3,9576.0,7,3,5,No,3,1,Yes
31,4,12985.0,3,1,8,No,4,4,No
33,4,13251.0,4,2,9,No,4,4,No
44,2,5516.0,0,0,22,No,4,3,No
24,1,2977.0,1,0,7,No,4,2,Yes
21,1,3220.0,0,0,25,No,3,2,Yes
36,2,5345.0,2,2,6,No,3,2,Yes
28,5,19294.0,1,3,5,No,3,1,No
38,4,14144.0,5,2,12,Yes,3,2,Yes
39,3,9893.0,11,2,11,No,3,3,No
28,5,18721.0,3,3,15,No,4,4,No
37,3,9473.0,6,2,3,No,3,3,No
41,4,13095.0,5,2,21,Yes,3,4,No
51,4,13448.0,7,3,2,No,4,4,No
52,5,20773.0,14,3,10,No,3,4,No
32,4,13081.0,2,2,20,No,3,4,No
42,3,8839.0,0,2,4,No,3,3,No
37,3,9333.0,3,1,6,No,3,3,No
29,4,14161.0,3,3,3,No,4,4,No
50,5,20316.0,9,3,10,No,3,4,No
29,1,3588.0,2,0,10,No,3,2,Yes
45,5,20572.0,16,3,26,No,4,4,No
31,5,19578.0,3,3,17,No,4,4,No
48,3,8649.0,2,1,15,No,4,2,Yes
53,5,19568.0,8,3,23,No,4,3,No
31,2,5213.0,3,1,15,No,4,3,No
33,3,9210.0,6,2,6,No,4,3,No
32,2,6306.0,6,0,15,No,4,4,No
37,2,5678.0,2,1,16,No,4,3,Yes
43,4,13645.0,6,2,15,No,4,3,No
27,4,13059.0,1,3,14,Yes,2,3,Yes
53,5,20675.0,13,3,8,Yes,2,3,No
49,5,21175.0,17,3,5,No,4,4,No
32,2,6202.0,4,1,25,No,3,1,Yes
43,3,8726.0,1,1,14,No,3,2,Yes
47,1,3644.0,5,0,2,No,4,3,No
45,5,20036.0,12,3,6,No,4,4,No
36,3,8417.0,1,2,8,Yes,2,1,Yes
31,2,5934.0,3,2,5,No,3,2,Yes
22,1,3331.0,1,0,13,Yes,2,1,Yes
48,4,14694.0,14,3,5,No,4,4,No
30,2,6178.0,3,0,7,No,4,4,No
35,2,4316.0,0,1,12,No,4,2,Yes
37,3,9639.0,7,1,13,No,4,4,No
36,3,9021.0,4,1,16,No,3,1,Yes
33,2,5270.0,4,0,5,No,3,2,Yes
27,2,5715.0,5,0,6,No,4,4,No
29,1,3113.0,3,0,25,No,4,2,Yes
38,4,14589.0,8,2,7,No,4,4,No
30,4,13375.0,1,3,14,No,4,2,No
34,4,13385.0,3,2,16,No,4,4,No
34,2,5877.0,2,1,7,No,4,3,No
43,5,19912.0,9,3,10,No,4,4,No
38,2,5815.0,5,0,24,No,3,1,Yes
46,5,20862.0,19,3,25,No,4,4,No
32,3,8087.0,0,2,8,No,3,1,Yes
30,2,6700.0,4,0,8,No,3,3,Yes
46,5,20454.0,12,3,6,No,3,3,No
30,3,8995.0,7,2,14,No,4,3,No
55,5,20581.0,11,3,3,No,4,4,No
30,3,9517.0,9,3,6,No,4,3,No
54,5,20951.0,17,3,13,No,4,4,No
52,5,19433.0,4,3,5,No,4,4,No
31,4,13007.0,6,1,19,No,3,4,No
50,5,20464.0,11,3,20,No,4,4,No
44,2,5854.0,7,0,14,No,3,2,Yes
33,2,5953.0,0,0,3,Yes,2,1,Yes
38,3,8136.0,2,1,7,Yes,2,2,Yes
26,1,3687.0,1,0,11,No,3,1,Yes
31,3,8979.0,1,3,6,No,4,2,No
52,5,19007.0,2,3,16,No,4,4,No
45,5,20720.0,16,3,5,No,3,3,No
32,4,12682.0,2,2,16,No,3,2,No
41,5,20329.0,10,3,21,No,3,4,No
20,1,2912.0,1,0,23,Yes,2,1,Yes
35,2,6427.0,2,0,13,Yes,2,1,Yes
41,3,8308.0,2,1,12,No,3,1,Yes
25,2,6035.0,3,0,1,Yes,2,1,Yes
40,4,13122.0,0,1,12,No,4,3,No
27,1,2906.0,0,0,4,No,4,1,Yes
52,5,20776.0,16,3,8,No,4,4,No
34,2,5794.0,3,0,4,Yes,2,2,Yes
30,1,3243.0,2,0,13,No,4,2,Yes
31,2,5398.0,0,0,13,No,4,4,No
37,5,19426.0,3,3,9,No,4,4,No
44,5,20371.0,12,3,14,No,4,4,No
28,3,8992.0,4,2,7,No,3,2,No
53,4,13848.0,8,1,21,No,4,3,No
32,3,8669.0,6,1,10,No,4,2,Yes
43,5,20438.0,10,3,13,No,4,4,No
30,3,9549.0,4,2,5,No,3,2,Yes
40,3,8674.0,7,3,6,No,3,3,No
52,4,13060.0,2,2,2,No,4,4,No
45,5,20310.0,7,3,11,Yes,2,3,Yes
29,2,5828.0,2,1,1,No,3,1,Yes
45,5,20316.0,14,3,9,No,4,4,No
28,1,2706.0,1,0,3,No,3,1,Yes
45,5,20926.0,15,3,5,No,4,4,No
31,1,2863.0,4,0,3,No,3,2,Yes
43,3,9401.0,7,2,5,No,3,3,No
38,5,19499.0,8,3,21,No,4,4,No
23,1,3628.0,0,0,13,No,3,1,Yes
37,4,13530.0,2,2,4,No,4,3,No
52,4,12958.0,4,3,18,Yes,2,3,Yes
28,4,12635.0,2,1,17,No,3,2,No
40,5,19638.0,1,3,4,No,3,3,No
24,2,5895.0,1,0,20,No,3,3,Yes
32,1,3257.0,0,0,19,Yes,4,1,Yes
35,2,5286.0,2,3,5,No,3,1,Yes
37,5,18965.0,2,3,7,No,4,4,No
45,5,19689.0,9,3,15,No,4,4,No
34,2,5992.0,3,2,6,No,4,4,No
48,5,20827.0,13,3,13,No,4,4,No
30,4,13490.0,3,3,20,No,3,2,No
45,3,8581.0,3,3,3,No,4,2,No
35,4,14034.0,6,3,9,No,3,4,No
37,3,8916.0,2,1,7,No,4,4,No
21,1,3333.0,2,0,12,Yes,2,1,Yes
42,1,3375.0,2,0,6,No,4,3,No
42,4,14402.0,5,2,4,No,3,3,No
38,2,5886.0,4,0,4,No,3,3,Yes
35,2,5511.0,3,1,5,No,4,1,Yes
42,4,13759.0,3,2,3,No,3,2,No
44,5,20735.0,8,3,13,Yes,2,2,Yes
54,5,19112.0,2,3,23,No,3,3,No
31,3,8778.0,3,1,4,No,4,4,No
22,1,2993.0,0,0,13,No,4,1,Yes
40,1,2945.0,1,0,8,No,4,2,Yes
34,5,20656.0,11,3,7,No,4,4,No
31,2,5788.0,3,0,15,No,3,2,Yes
43,4,13413.0,5,1,21,Yes,2,3,Yes
55,4,13563.0,5,3,11,No,3,3,No
33,2,4832.0,2,2,18,No,4,1,Yes
31,4,13267.0,4,1,17,No,4,3,No
29,1,3262.0,2,0,4,No,4,2,Yes
28,3,8286.0,0,1,13,No,3,2,Yes
36,4,13689.0,6,1,22,No,3,3,No
49,4,14228.0,9,3,4,No,3,3,No
43,4,14637.0,10,3,9,No,3,3,No
45,5,21570.0,20,3,8,No,4,4,No
41,3,9941.0,4,1,12,No,4,3,No
44,5,19530.0,2,3,8,No,3,4,No
24,1,3228.0,0,0,12,Yes,3,1,Yes
40,4,14390.0,8,3,13,No,3,4,No
46,2,5911.0,1,3,8,Yes,2,1,Yes
32,1,2837.0,0,0,5,No,4,4,No
47,5,20854.0,12,3,5,No,4,4,No
20,2,5331.0,0,0,9,No,4,4,No
29,2,4833.0,0,1,5,No,4,2,Yes
27,2,5015.0,1,0,18,Yes,2,1,Yes
46,5,18752.0,2,3,25,Yes,3,3,No
44,5,20701.0,10,3,5,No,4,4,No
37,3,9221.0,10,0,12,No,2,2,Yes
35,4,13508.0,5,1,11,No,3,2,Yes
41,1,3630.0,9,0,5,Yes,2,1,Yes
39,4,13714.0,8,3,12,Yes,2,3,Yes
34,3,9204.0,3,0,15,No,3,2,Yes
40,3,8200.0,2,1,1,No,4,3,No
30,1,3375.0,4,0,4,No,3,1,Yes
39,3,8539.0,0,0,13,No,4,3,Yes
43,2,6053.0,3,0,6,Yes,3,3,Yes
34,4,13055.0,1,1,4,Yes,3,3,Yes
35,3,8741.0,3,3,15,No,3,2,Yes
33,1,3261.0,0,0,11,No,4,3,Yes
47,4,13382.0,3,3,3,No,4,3,No
53,5,21581.0,19,3,16,No,3,4,No
42,5,19649.0,7,3,3,No,4,2,No
34,3,9338.0,3,1,17,No,3,4,No
33,5,19590.0,5,3,13,No,3,4,No
36,2,6569.0,7,0,10,No,4,2,Yes
51,4,14168.0,6,1,2,No,3,3,No
52,5,20516.0,15,3,3,No,4,4,No
27,4,12894.0,4,3,17,No,3,4,No
32,1,3695.0,6,0,12,Yes,2,2,Yes
54,5,20636.0,13,3,4,No,4,4,No
39,2,5829.0,2,1,7,Yes,3,1,Yes
34,1,4049.0,7,0,13,Yes,3,1,Yes
35,4,13756.0,4,2,8,No,3,3,No
38,2,6225.0,5,0,20,No,4,2,Yes
31,1,3579.0,3,0,9,No,3,1,Yes
24,1,2995.0,0,0,4,No,4,2,Yes
49,5,21178.0,14,3,7,No,3,4,No
51,5,20681.0,18,3,6,No,4,4,No
29,2,5797.0,1,1,15,No,4,3,No
31,4,14082.0,3,2,18,No,4,3,No
25,1,3009.0,1,0,3,No,4,2,Yes
52,5,19060.0,5,3,6,No,3,3,No
41,4,13040.0,1,1,19,No,3,4,No
49,4,13449.0,1,1,3,No,4,3,No
36,3,9024.0,4,3,6,No,3,2,No
34,4,13116.0,4,2,6,Yes,2,1,Yes
27,2,4573.0,0,0,3,Yes,2,2,Yes
31,3,8749.0,0,1,13,No,4,4,No
41,4,12665.0,2,3,28,No,4,4,No
40,2,6784.0,11,0,3,No,3,1,Yes
22,1,2767.0,0,0,7,No,4,2,Yes
28,5,20080.0,2,3,6,Yes,2,2,Yes
33,3,8355.0,0,3,7,No,4,2,No
37,5,20146.0,6,3,8,No,3,4,No
28,1,3929.0,5,0,19,No,3,2,Yes
26,3,9071.0,2,2,7,No,3,3,Yes
36,2,5891.0,1,1,9,No,4,3,No
31,2,5731.0,0,1,10,No,4,2,Yes
51,5,20786.0,18,3,9,No,4,4,No
33,1,3538.0,2,0,5,No,3,2,Yes
32,2,5616.0,4,1,6,No,4,1,Yes
37,5,19723.0,4,3,15,No,3,3,No
30,1,3560.0,1,0,14,Yes,2,1,Yes
21,3,8346.0,0,1,4,No,4,4,No
23,2,5492.0,3,0,16,No,4,2,Yes
25,1,2673.0,0,0,21,Yes,2,1,Yes
29,4,13226.0,2,1,17,No,4,2,No
45,4,13491.0,7,2,9,No,4,4,No
22,1,2915.0,0,0,5,No,4,1,Yes
24,1,3526.0,1,0,6,Yes,2,1,Yes
27,2,5223.0,2,0,19,Yes,3,1,Yes
40,3,9566.0,5,0,17,No,4,3,Yes
22,2,5023.0,1,1,17,No,4,3,No
32,1,3541.0,1,0,7,No,3,1,Yes
27,2,5753.0,1,1,21,No,3,2,Yes
43,2,5255.0,0,0,6,No,4,4,No
30,3,9047.0,3,2,20,Yes,3,2,Yes
45,5,19935.0,8,3,17,No,4,4,No
32,1,2761.0,1,0,22,No,3,1,Yes
28,3,9070.0,3,1,27,No,4,2,Yes
55,5,20213.0,9,3,14,No,4,4,No
54,5,20931.0,19,3,13,Yes,3,4,No
43,5,19246.0,2,3,3,No,3,3,No
44,4,14317.0,9,3,4,No,4,4,No
